ID,lemma,pos,frequency,WPM
1834,contactar,VERB,1327,38.55909626079338
1835,obviamente,ADJ,1326,38.530038916211026
1836,podrã­ar,VERB,1322,38.41380953788158
1837,venido,ADJ,1321,38.38475219329922
1838,feliz,PROPN,1319,38.326637504134496
1839,jurar,VERB,1317,38.26852281496978
1840,â¿no,VERB,1316,38.23946547038741
1841,visión,NOUN,1315,38.21040812580505
1842,medida,NOUN,1315,38.21040812580505
1843,empleado,NOUN,1313,38.152293436640335
1844,complicado,ADJ,1311,38.09417874747561
1845,vehículo,NOUN,1309,38.036064058310885
1846,carro,NOUN,1309,38.036064058310885
1847,500,NUM,1309,38.036064058310885
1848,premio,NOUN,1309,38.036064058310885
1849,paseo,NOUN,1308,38.00700671372852
1850,â¿de,NOUN,1307,37.97794936914616
1851,hubierar,VERB,1307,37.97794936914616
1852,canal,NOUN,1307,37.97794936914616
1853,salud,NOUN,1306,37.948892024563804
1854,haber,VERB,1305,37.919834679981435
1855,toma,PROPN,1304,37.89077733539908
1856,homicidio,NOUN,1303,37.86171999081672
1857,techo,NOUN,1302,37.83266264623436
1858,dra.,NOUN,1302,37.83266264623436
1859,aburrido,ADJ,1301,37.80360530165199
1860,dã³nde,NOUN,1301,37.80360530165199
1861,pintura,NOUN,1300,37.774547957069636
1862,cine,NOUN,1300,37.774547957069636
1863,docena,NOUN,1300,37.774547957069636
1864,atender,VERB,1298,37.716433267904904
1865,pensamiento,NOUN,1298,37.716433267904904
1866,charles,PROPN,1298,37.716433267904904
1867,cómodo,ADJ,1296,37.658318578740186
1868,artista,NOUN,1296,37.658318578740186
1869,universidad,PROPN,1294,37.60020388957546
1870,conocimiento,NOUN,1290,37.48397451124602
1871,podrás,AUX,1288,37.4258598220813
1872,superior,ADJ,1287,37.39680247749894
1873,humor,NOUN,1285,37.33868778833421
1874,cirugía,NOUN,1285,37.33868778833421
1875,natural,ADJ,1283,37.28057309916949
1876,eso?\nno,ADV,1282,37.25151575458713
1877,dale,PROPN,1281,37.22245841000477
1878,reducir,VERB,1281,37.22245841000477
1879,marcar,VERB,1280,37.193401065422414
1880,buscar él,VERB,1278,37.13528637625768
1881,encuentro,NOUN,1278,37.13528637625768
1882,licencia,NOUN,1277,37.106229031675326
1883,sepa,NOUN,1276,37.077171687092964
1884,deuda,NOUN,1275,37.0481143425106
1885,ve,INTJ,1274,37.01905699792824
1886,bien.\npero,NOUN,1274,37.01905699792824
1887,rata,NOUN,1273,36.98999965334588
1888,jake,PROPN,1272,36.960942308763514
1889,cia,PROPN,1271,36.93188496418116
1890,practicar,VERB,1270,36.902827619598796
1891,lidiar,VERB,1269,36.87377027501643
1892,mir,NOUN,1269,36.87377027501643
1893,gay,PROPN,1267,36.81565558585171
1894,rumor,NOUN,1267,36.81565558585171
1895,guerra,PROPN,1266,36.78659824126935
1896,prisa,NOUN,1265,36.75754089668699
1897,colocar,VERB,1265,36.75754089668699
1898,taxi,NOUN,1262,36.67036886293991
1899,date,NOUN,1261,36.64131151835754
1900,sincero,ADJ,1260,36.612254173775185
1901,asegurar yo,VERB,1259,36.58319682919282
1902,recién,ADV,1259,36.58319682919282
1903,extrañar,VERB,1259,36.58319682919282
1904,fiscal,NOUN,1256,36.496024795445734
1905,fantástico,ADJ,1255,36.46696745086338
1906,hazlo,VERB,1255,36.46696745086338
1907,aeropuerto,NOUN,1255,36.46696745086338
1908,ryan,PROPN,1254,36.43791010628102
1909,meter él,VERB,1253,36.408852761698654
1910,descanso,NOUN,1253,36.408852761698654
1911,traigar,VERB,1252,36.37979541711629
1912,what,PROPN,1252,36.37979541711629
1913,irno,NOUN,1251,36.350738072533936
1914,televisión,NOUN,1251,36.350738072533936
1915,vámono,NOUN,1248,36.26356603878685
1916,cable,NOUN,1246,36.20545134962212
1917,disculpar,VERB,1245,36.17639400503976
1918,armado,ADJ,1245,36.17639400503976
1919,análisis,NOUN,1245,36.17639400503976
1920,alimentar,VERB,1243,36.11827931587504
1921,niã±o,PROPN,1243,36.11827931587504
1922,ruso,ADJ,1242,36.08922197129268
1923,jerry,PROPN,1240,36.03110728212796
1924,alejar,VERB,1240,36.03110728212796
1925,sospechoso,NOUN,1239,36.0020499375456
1926,was,PROPN,1239,36.0020499375456
1927,alcohol,NOUN,1238,35.97299259296323
1928,estabas,VERB,1238,35.97299259296323
1929,claramente,ADV,1238,35.97299259296323
1930,atraer,VERB,1238,35.97299259296323
1931,ilegal,ADJ,1237,35.943935248380875
1932,mono,NOUN,1237,35.943935248380875
1933,my,PROPN,1235,35.88582055921615
1934,barrio,NOUN,1235,35.88582055921615
1935,acompañar,VERB,1234,35.85676321463379
1936,sociedad,NOUN,1233,35.82770587005143
1937,mark,PROPN,1233,35.82770587005143
1938,estã¡n ,VERB,1232,35.79864852546907
1939,seguramente,ADV,1232,35.79864852546907
1940,involucrado,ADJ,1231,35.76959118088671
1941,repetir,VERB,1230,35.740533836304344
1942,adorar,VERB,1229,35.71147649172199
1943,contener,VERB,1228,35.682419147139626
1944,qué?\nporque,SCONJ,1228,35.682419147139626
1945,cáncer,NOUN,1228,35.682419147139626
1946,puedes,PROPN,1227,35.65336180255726
1947,roto,ADJ,1227,35.65336180255726
1948,acceder,VERB,1227,35.65336180255726
1949,emoción,NOUN,1226,35.6243044579749
1950,entrenar,VERB,1226,35.6243044579749
1951,â¿te,PROPN,1224,35.566189768810176
1952,almuerzo,NOUN,1222,35.50807507964546
1953,incendio,NOUN,1221,35.479017735063096
1954,bolsillo,NOUN,1221,35.479017735063096
1955,anuncio,NOUN,1218,35.39184570131601
1956,fila,NOUN,1218,35.39184570131601
1957,belleza,NOUN,1217,35.36278835673365
1958,separar,VERB,1214,35.275616322986565
1959,pata,NOUN,1213,35.2465589784042
1960,oso,NOUN,1213,35.2465589784042
1961,chris,PROPN,1212,35.21750163382184
1962,busca,NOUN,1212,35.21750163382184
1963,ruta,NOUN,1212,35.21750163382184
1964,fono,ADJ,1210,35.15938694465712
1965,allã­,ADV,1210,35.15938694465712
1966,queso,NOUN,1209,35.13032960007476
1967,encantado,ADJ,1209,35.13032960007476
1968,establecer,VERB,1207,35.072214910910034
1969,frío,NOUN,1207,35.072214910910034
1970,ventaja,NOUN,1207,35.072214910910034
1971,eddie,PROPN,1207,35.072214910910034
1972,izquierdo,ADJ,1206,35.04315756632768
1973,pago,NOUN,1206,35.04315756632768
1974,ridículo,ADJ,1205,35.01410022174531
1975,rostro,NOUN,1205,35.01410022174531
1976,dile,PROPN,1205,35.01410022174531
1977,dime,NOUN,1204,34.985042877162954
1978,obvio,ADJ,1202,34.92692818799823
1979,dan,PROPN,1202,34.92692818799823
1980,campamento,NOUN,1202,34.92692818799823
1981,maldito,PROPN,1201,34.897870843415866
1982,registrar,VERB,1201,34.897870843415866
1983,costa,NOUN,1201,34.897870843415866
1984,billete,NOUN,1200,34.86881349883351
1985,apuesta,NOUN,1200,34.86881349883351
1986,identidad,NOUN,1199,34.83975615425115
1987,lección,NOUN,1199,34.83975615425115
1988,andy,PROPN,1198,34.81069880966878
1989,hasta,ADV,1198,34.81069880966878
1990,política,NOUN,1197,34.78164146508642
1991,metido,ADJ,1197,34.78164146508642
1992,asã­,ADJ,1197,34.78164146508642
1993,espíritu,NOUN,1197,34.78164146508642
1994,asi,ADV,1197,34.78164146508642
1995,walter,PROPN,1195,34.723526775921705
1996,rueda,NOUN,1193,34.66541208675698
1997,ud.,PROPN,1192,34.63635474217462
1998,comienzo,NOUN,1192,34.63635474217462
1999,molesto,ADJ,1191,34.60729739759226
2000,altura,NOUN,1190,34.57824005300989
2001,$,PRON,1190,34.57824005300989
2002,hablar él,VERB,1189,34.54918270842754
2003,300,NUM,1189,34.54918270842754
2004,inteligencia,NOUN,1188,34.520125363845175
2005,criar,VERB,1188,34.520125363845175
2006,crédito,NOUN,1187,34.491068019262805
2007,alcalde,NOUN,1187,34.491068019262805
2008,tendrar,VERB,1186,34.46201067468045
2009,recurso,NOUN,1186,34.46201067468045
2010,revelar,VERB,1185,34.43295333009809
2011,don,NOUN,1184,34.40389598551573
2012,tã,PROPN,1183,34.37483864093336
2013,harto,ADJ,1182,34.34578129635101
2014,experto,NOUN,1182,34.34578129635101
2015,are,PROPN,1181,34.316723951768644
2016,olor,NOUN,1180,34.28766660718629
2017,presencia,NOUN,1179,34.25860926260392
2018,asã­,VERB,1179,34.25860926260392
2019,campaña,NOUN,1178,34.229551918021556
2020,on,PROPN,1178,34.229551918021556
2021,escrito,ADJ,1177,34.2004945734392
2022,bien?\nno,PROPN,1176,34.17143722885683
2023,ala,NOUN,1176,34.17143722885683
2024,máximo,ADJ,1175,34.142379884274476
2025,aã±o,PROPN,1175,34.142379884274476
2026,letra,NOUN,1174,34.11332253969211
2027,juzgar,VERB,1174,34.11332253969211
2028,cura,NOUN,1174,34.11332253969211
2029,pensado,ADJ,1173,34.08426519510976
2030,favor.\nno,NOUN,1173,34.08426519510976
2031,espectáculo,NOUN,1173,34.08426519510976
2032,ciudadano,NOUN,1173,34.08426519510976
2033,bordo,NOUN,1171,34.02615050594503
2034,delito,NOUN,1171,34.02615050594503
2035,promesa,NOUN,1171,34.02615050594503
2036,dormido,ADJ,1170,33.99709316136267
2037,borracho,ADJ,1168,33.938978472197945
2038,milla,NOUN,1167,33.90992112761558
2039,martin,PROPN,1166,33.88086378303323
2040,proponer,VERB,1163,33.79369174928614
2041,solución,NOUN,1163,33.79369174928614
2042,detective,PROPN,1163,33.79369174928614
2043,publicar,VERB,1160,33.70651971553906
2044,conectar,VERB,1160,33.70651971553906
2045,acaso,ADV,1160,33.70651971553906
2046,moneda,NOUN,1160,33.70651971553906
2047,estã¡s,ADJ,1160,33.70651971553906
2048,presionar,VERB,1159,33.6774623709567
2049,soy,PROPN,1157,33.61934768179197
2050,chiste,NOUN,1157,33.61934768179197
2051,sal,PROPN,1156,33.59029033720961
2052,know,PROPN,1156,33.59029033720961
2053,i,PROPN,1154,33.532175648044884
2054,gracias,PROPN,1153,33.50311830346253
2055,nada.\nno,SCONJ,1151,33.44500361429781
2056,social,ADJ,1151,33.44500361429781
2057,tontería,NOUN,1151,33.44500361429781
2058,dave,PROPN,1151,33.44500361429781
2059,tanque,NOUN,1151,33.44500361429781
2060,mira,PROPN,1150,33.41594626971544
2061,parecido,ADJ,1150,33.41594626971544
2062,contar él,VERB,1148,33.35783158055072
2063,galleta,NOUN,1148,33.35783158055072
2064,dã³nde,PROPN,1147,33.32877423596836
2065,encontrado,ADJ,1147,33.32877423596836
2066,a.,PROPN,1147,33.32877423596836
2067,di,PROPN,1147,33.32877423596836
2068,tãº,VERB,1146,33.299716891386
2069,aventura,NOUN,1146,33.299716891386
2070,agencia,NOUN,1144,33.24160220222128
2071,policã­a,NOUN,1142,33.183487513056555
2072,sensación,NOUN,1142,33.183487513056555
2073,lady,PROPN,1142,33.183487513056555
2074,extra,ADJ,1141,33.15443016847419
2075,seguridad,PROPN,1141,33.15443016847419
2076,sal,VERB,1140,33.12537282389184
2077,dispositivo,NOUN,1140,33.12537282389184
2078,parecer,NOUN,1139,33.09631547930947
2079,rechazar,VERB,1138,33.06725813472711
2080,alarma,NOUN,1138,33.06725813472711
2081,claire,PROPN,1137,33.03820079014475
2082,comportamiento,NOUN,1136,33.00914344556239
2083,parado,ADJ,1135,32.980086100980024
2084,anterior,ADJ,1135,32.980086100980024
2085,polvo,NOUN,1134,32.95102875639766
2086,has,NOUN,1132,32.892914067232944
2087,leo,PROPN,1131,32.86385672265058
2088,consciente,ADJ,1130,32.83479937806822
2089,arrastrar,VERB,1130,32.83479937806822
2090,sábado,NOUN,1130,32.83479937806822
2091,piens,NOUN,1129,32.80574203348586
2092,ír,AUX,1127,32.74762734432113
2093,tuyo,VERB,1126,32.718569999738776
2094,sentir él,VERB,1126,32.718569999738776
2095,.\nno,PUNCT,1126,32.718569999738776
2096,kevin,PROPN,1126,32.718569999738776
2097,iniciar,VERB,1125,32.68951265515641
2098,comunicación,NOUN,1125,32.68951265515641
2099,siento,PROPN,1125,32.68951265515641
2100,parís,PROPN,1124,32.66045531057405
2101,universo,NOUN,1123,32.63139796599169
2102,tribunal,NOUN,1122,32.60234062140933
2103,escenario,NOUN,1121,32.57328327682697
2104,arresto,NOUN,1120,32.54422593224461
2105,curar,VERB,1120,32.54422593224461
2106,william,PROPN,1119,32.515168587662245
2107,capturar,VERB,1118,32.48611124307988
2108,señorita,NOUN,1118,32.48611124307988
2109,intentar él,VERB,1117,32.45705389849752
2110,sano,ADJ,1117,32.45705389849752
2111,girar,VERB,1116,32.42799655391516
2112,expediente,NOUN,1115,32.3989392093328
2113,u,CCONJ,1115,32.3989392093328
2114,botón,NOUN,1115,32.3989392093328
2115,espía,NOUN,1114,32.36988186475044
2116,all,PROPN,1114,32.36988186475044
2117,aprovechar,VERB,1111,32.28270983100336
2118,quiã,NOUN,1110,32.253652486421
2119,mía,DET,1110,32.253652486421
2120,protección,NOUN,1110,32.253652486421
2121,combate,NOUN,1110,32.253652486421
2122,celda,NOUN,1108,32.19553779725627
2123,relacionado,ADJ,1107,32.16648045267391
2124,criminal,NOUN,1107,32.16648045267391
2125,pretender,VERB,1105,32.108365763509184
2126,ojalá,INTJ,1104,32.07930841892683
2127,victoria,NOUN,1104,32.07930841892683
2128,aquã­.,NOUN,1104,32.07930841892683
2129,capacidad,NOUN,1103,32.050251074344466
2130,violencia,NOUN,1103,32.050251074344466
2131,serio?\nsí,PROPN,1102,32.0211937297621
2132,centavo,NOUN,1102,32.0211937297621
2133,enterrar,VERB,1102,32.0211937297621
2134,cuanto,DET,1101,31.99213638517974
2135,chuck,PROPN,1101,31.99213638517974
2136,cã³mo,NOUN,1101,31.99213638517974
2137,amante,NOUN,1100,31.963079040597382
2138,habiar,VERB,1100,31.963079040597382
2139,comunidad,NOUN,1100,31.963079040597382
2140,borrar,VERB,1100,31.963079040597382
2141,jurado,NOUN,1100,31.963079040597382
2142,acá,ADV,1100,31.963079040597382
2143,darte,NOUN,1099,31.934021696015023
2144,desarrollar,VERB,1099,31.934021696015023
2145,cabrón,NOUN,1099,31.934021696015023
2146,conductor,NOUN,1098,31.904964351432657
2147,convertir él,VERB,1097,31.875907006850298
2148,traer él,VERB,1095,31.81779231768558
2149,voluntad,NOUN,1094,31.788734973103214
2150,puedo,PROPN,1092,31.730620283938492
2151,maleta,NOUN,1092,31.730620283938492
2152,vacío,ADJ,1091,31.701562939356126
2153,podã­ar,VERB,1091,31.701562939356126
2154,explosión,NOUN,1091,31.701562939356126
2155,pasillo,NOUN,1089,31.64344825019141
2156,pregunto,NOUN,1089,31.64344825019141
2157,thomas,PROPN,1089,31.64344825019141
2158,adecuado,ADJ,1088,31.61439090560905
2159,dra.,PUNCT,1088,31.61439090560905
2160,sencillo,ADJ,1087,31.585333561026683
2161,rodilla,NOUN,1086,31.556276216444324
2162,bien.\nestar,AUX,1085,31.527218871861965
2163,qué?\nno,VERB,1085,31.527218871861965
2164,insistir,VERB,1082,31.440046838114878
2165,excusa,NOUN,1081,31.41098949353252
2166,necesitas,NOUN,1081,31.41098949353252
2167,norte,PROPN,1080,31.381932148950153
2168,vete,PROPN,1080,31.381932148950153
2169,tomar él,VERB,1079,31.352874804367794
2170,este,NOUN,1078,31.323817459785435
2171,pájaro,NOUN,1078,31.323817459785435
2172,salón,NOUN,1078,31.323817459785435
2173,bello,ADJ,1078,31.323817459785435
2174,límite,NOUN,1078,31.323817459785435
2175,rã¡pido,ADJ,1077,31.294760115203076
2176,milagro,NOUN,1077,31.294760115203076
2177,maã±ana,NOUN,1075,31.23664542603835
2178,normalmente,ADV,1075,31.23664542603835
2179,kilo,NOUN,1075,31.23664542603835
2180,chocolate,NOUN,1074,31.20758808145599
2181,scott,PROPN,1074,31.20758808145599
2182,votar,VERB,1073,31.178530736873633
2183,veinte,NUM,1072,31.149473392291263
2184,no.\nno,ADJ,1072,31.149473392291263
2185,lleva,NOUN,1072,31.149473392291263
2186,19,NUM,1072,31.149473392291263
2187,domingo,NOUN,1070,31.091358703126545
2188,nãºmero,NOUN,1069,31.06230135854418
2189,vigilancia,NOUN,1069,31.06230135854418
2190,desayuno,NOUN,1069,31.06230135854418
2191,lento,ADJ,1069,31.06230135854418
2192,periodista,NOUN,1069,31.06230135854418
2193,internet,PROPN,1067,31.00418666937946
2194,frase,NOUN,1067,31.00418666937946
2195,salgar,VERB,1067,31.00418666937946
2196,encerrado,ADJ,1067,31.00418666937946
2197,operar,VERB,1066,30.975129324797102
2198,ignorar,VERB,1065,30.946071980214736
2199,ves,PROPN,1065,30.946071980214736
2200,útil,ADJ,1065,30.946071980214736
2201,ted,PROPN,1065,30.946071980214736
2202,cuerda,NOUN,1065,30.946071980214736
2203,we,PROPN,1065,30.946071980214736
2204,ayudarte,ADJ,1064,30.917014635632377
2205,arrojar,VERB,1062,30.858899946467655
2206,día,PROPN,1062,30.858899946467655
2207,ritmo,NOUN,1061,30.82984260188529
2208,ningãºn,ADP,1061,30.82984260188529
2209,ocasión,NOUN,1060,30.80078525730293
2210,ciego,ADJ,1059,30.77172791272057
2211,asã­,NOUN,1057,30.713613223555846
2212,conectado,ADJ,1056,30.684555878973487
2213,rachel,PROPN,1056,30.684555878973487
2214,pesado,ADJ,1055,30.65549853439113
2215,deshacer,VERB,1054,30.626441189808762
2216,sombra,NOUN,1053,30.597383845226403
2217,te,INTJ,1053,30.597383845226403
2218,advertir,VERB,1052,30.56832650064404
2219,cuanto,PRON,1051,30.539269156061682
2220,solicitar,VERB,1049,30.481154466896957
2221,serás,VERB,1049,30.481154466896957
2222,quizã,VERB,1049,30.481154466896957
2223,papa,PROPN,1047,30.423039777732235
2224,oficial,NOUN,1047,30.423039777732235
2225,responsable,NOUN,1047,30.423039777732235
2226,chicos,PROPN,1047,30.423039777732235
2227,encerrar,VERB,1046,30.393982433149873
2228,louis,PROPN,1046,30.393982433149873
2229,mina,NOUN,1045,30.364925088567514
2230,noches.\nbuena,ADJ,1045,30.364925088567514
2231,desgracia,NOUN,1044,30.33586774398515
2232,sexy,ADJ,1044,30.33586774398515
2233,entrenamiento,NOUN,1044,30.33586774398515
2234,hierba,NOUN,1043,30.306810399402792
2235,tráfico,NOUN,1042,30.277753054820426
2236,tendré,ADJ,1042,30.277753054820426
2237,dejastar,VERB,1041,30.248695710238067
2238,jardín,NOUN,1041,30.248695710238067
2239,sã,NOUN,1040,30.219638365655705
2240,participar,VERB,1040,30.219638365655705
2241,pase,NOUN,1039,30.190581021073346
2242,darte,ADV,1039,30.190581021073346
2243,santo,NOUN,1039,30.190581021073346
2244,l.,PROPN,1038,30.161523676490983
2245,detener él,VERB,1038,30.161523676490983
2246,harã,PROPN,1038,30.161523676490983
2247,negociar,VERB,1036,30.10340898732626
2248,with,PROPN,1036,30.10340898732626
2249,presente,ADJ,1034,30.04529429816154
2250,sección,NOUN,1034,30.04529429816154
2251,vía,NOUN,1034,30.04529429816154
2252,físico,ADJ,1034,30.04529429816154
2253,asqueroso,ADJ,1033,30.016236953579178
2254,término,NOUN,1033,30.016236953579178
2255,comandante,PROPN,1032,29.987179608996815
2256,emily,PROPN,1032,29.987179608996815
2257,eras,PROPN,1032,29.987179608996815
2258,aquí.\ny,PROPN,1031,29.958122264414452
2259,>,NUM,1031,29.958122264414452
2260,crisis,NOUN,1030,29.929064919832093
2261,pantalla,NOUN,1030,29.929064919832093
2262,hoja,NOUN,1029,29.90000757524973
2263,adulto,NOUN,1028,29.870950230667372
2264,lamento,PROPN,1028,29.870950230667372
2265,lobo,NOUN,1028,29.870950230667372
2266,cagar,VERB,1027,29.84189288608501
2267,vampiro,NOUN,1027,29.84189288608501
2268,tus,NOUN,1027,29.84189288608501
2269,reír,VERB,1026,29.81283554150265
2270,espere,PROPN,1025,29.783778196920288
2271,reina,PROPN,1024,29.75472085233793
2272,francés,ADJ,1024,29.75472085233793
2273,muchacha,NOUN,1023,29.725663507755566
2274,aprobar,VERB,1022,29.696606163173204
2275,tumba,NOUN,1022,29.696606163173204
2276,profesional,ADJ,1022,29.696606163173204
2277,debo,VERB,1022,29.696606163173204
2278,conferencia,NOUN,1022,29.696606163173204
2279,sir,PROPN,1021,29.66754881859084
2280,procedimiento,NOUN,1020,29.63849147400848
2281,ella.\nno,NOUN,1020,29.63849147400848
2282,hicistir,VERB,1020,29.63849147400848
2283,hombro,NOUN,1020,29.63849147400848
2284,helicóptero,NOUN,1020,29.63849147400848
2285,él.\nno,PRON,1018,29.580376784843757
2286,portar,VERB,1018,29.580376784843757
2287,sabio,ADJ,1017,29.5513194402614
2288,tendré,VERB,1017,29.5513194402614
2289,verter,VERB,1016,29.522262095679036
2290,despacho,NOUN,1016,29.522262095679036
2291,lío,NOUN,1016,29.522262095679036
2292,teniente,PROPN,1015,29.493204751096677
2293,qué?\nno,SCONJ,1015,29.493204751096677
2294,torre,NOUN,1014,29.464147406514314
2295,teniente,NOUN,1014,29.464147406514314
2296,odio,VERB,1013,29.435090061931955
2297,coño,INTJ,1013,29.435090061931955
2298,chicago,PROPN,1013,29.435090061931955
2299,clark,PROPN,1013,29.435090061931955
2300,perfil,NOUN,1011,29.37697537276723
2301,vencer,VERB,1011,29.37697537276723
2302,enamorar,VERB,1011,29.37697537276723
2303,quiã,SCONJ,1010,29.347918028184868
2304,gustarã­ar,VERB,1009,29.318860683602505
2305,circunstancia,NOUN,1009,29.318860683602505
2306,venga,INTJ,1009,29.318860683602505
2307,be,PROPN,1009,29.318860683602505
2308,comentario,NOUN,1009,29.318860683602505
2309,sargento,PROPN,1009,29.318860683602505
2310,intenta,NOUN,1008,29.289803339020146
2311,experimento,NOUN,1008,29.289803339020146
2312,escondido,ADJ,1008,29.289803339020146
2313,red,PROPN,1007,29.260745994437784
2314,pillar,VERB,1006,29.231688649855425
2315,plano,NOUN,1006,29.231688649855425
2316,avanzar,VERB,1005,29.202631305273062
2317,coronel,NOUN,1005,29.202631305273062
